,id,text,game,cleaned,english,len,sw_removed,stemmed
3838,1.39122348320858e+18,Returnal is game of the year for me.,Returnal,returnal is game of the year for me,is game of the year for me,7,year,year
3839,1.39115657568808e+18,"@jnlgame Impressive!

Few moments I had a jump scare here and there, but I'm too early to fully judge. It's basically what I expected, nothing crazy. If I stopped 2 hours in, that in itself is not a great sign, but I'm enjoying Returnal way better.

I just want the big lady to step on me. https://t.co/hVRYaq8L5Q",Returnal,jnlgame impressive few moments i had a jump scare here and there but i m too early to fully judge it s basically what i expected nothing crazy if i stopped hours in that in itself is not a great sign but i m enjoying returnal way better i just want the big lady to step on me https t co hvryaq l q,impressive few i had a jump scare here and there but i m too early to fully judge it s basically what i nothing crazy if i stopped in that in itself is not a great sign but i m enjoying way better i just want the big lady to step on me t l q,56,impressive jump scare early fully judge basically nothing crazy stopped great sign enjoying way better want big lady step,impress jump scare earli fulli judg basic noth crazi stop great sign enjoy way better want big ladi step
3840,1.3911539836879e+18,For all my #Returnal fans. This game is not right. https://t.co/24oRGecQ7K,Returnal,for all my returnal fans this game is not right https t co orgecq k,for all my this game is not right t k,10,right,right
3841,1.39114574974075e+18,"Can't decide between Returnal or Resident Evil VIII.

I really like Housemarque games and Returnal looks fresh and ""next gen."" 

I loved RE7, it's a top 10 for me, but VIII's marketing and the lean away from horror gives me pause.",Returnal,can t decide between returnal or resident evil viii i really like housemarque games and returnal looks fresh and next gen i loved re it s a top for me but viii s marketing and the lean away from horror gives me pause,can t decide between or resident evil i really like and fresh and next gen i re it s a top for me but s marketing and the lean away from horror me pause,34,decide resident evil really like fresh next gen top marketing lean away horror pause,decid resid evil realli like fresh next gen top market lean away horror paus
3842,1.39114553513485e+18,@MrPope I had a dream earlier this week about arguing over social assets and decided to swap Pokemon Snap for Returnal right before bed to try and encourage unknown horror nightmares instead.,Returnal,mrpope i had a dream earlier this week about arguing over social assets and decided to swap pokemon snap for returnal right before bed to try and encourage unknown horror nightmares instead,i had a dream this week about over social assets and decided to swap snap for right before bed to try and encourage unknown horror instead,26,dream week social assets decided swap snap right bed try encourage unknown horror instead,dream week social asset decid swap snap right bed tri encourag unknown horror instead
3843,1.39114117063431e+18,"So they removed the ability to heal at your spaceship in Returnal.  Wtf?  The items that increase your max health only do so when you're fully healed, so now the whole game is balanced to be even harder.",Returnal,so they removed the ability to heal at your spaceship in returnal wtf the items that increase your max health only do so when you re fully healed so now the whole game is balanced to be even harder,so they removed the ability to heal at your spaceship in the that increase your health only do so when you re fully so now the whole game is balanced to be even harder,34,removed ability heal spaceship increase health fully whole balanced even harder,remov abil heal spaceship increas health fulli whole balanc even harder
3844,1.39113180896875e+18,"Iâ€™ve beat #Returnal 4x and have spent more than 70hrs playing. 

AMA",Returnal,i ve beat returnal x and have spent more than hrs playing ama,i beat x and have spent more than ama,9,beat spent ama,beat spent ama
3846,1.39110080857023e+18,"Just rolled credits on #Returnal. Easily the best game I've played this year. The gameplay loop is challenging, but very fun and rewarding. #PS5 #Housemargue",Returnal,just rolled credits on returnal easily the best game i ve played this year the gameplay loop is challenging but very fun and rewarding ps housemargue,just rolled on easily the best game i this year the loop is but very fun and rewarding,18,rolled easily best year loop fun rewarding,roll easili best year loop fun reward
3847,1.39108626004799e+18,"@trademarktaz @ProPistons But seriously Resident Evil Village, and Returnal look pretty cool",Returnal,trademarktaz propistons but seriously resident evil village and returnal look pretty cool,but seriously resident evil village and look pretty cool,9,seriously resident evil village look pretty cool,serious resid evil villag look pretti cool
3848,1.39107611754135e+18,@NerdyIsland @EthanBrannon I will give you $20 to help buy Returnal (but also Iâ€™m excited for ME too),Returnal,nerdyisland ethanbrannon i will give you to help buy returnal but also i m excited for me too,i will give you to help buy but also i m excited for me too,15,give help buy also excited,give help buy also excit
3850,1.39104097027645e+18,"I want my money back from buying Returnal so bad. The game aint bad but its seriously a chore to play. 

Muhfuckas aint tryna spend an extra 2 hours tryna progress back to where they previously were.",Returnal,i want my money back from buying returnal so bad the game aint bad but its seriously a chore to play muhfuckas aint tryna spend an extra hours tryna progress back to where they previously were,i want my money back from so bad the game aint bad but its seriously a chore to play aint spend an extra progress back to where they previously were,30,want money back bad aint bad seriously chore aint spend extra progress back previously,want money back bad aint bad serious chore aint spend extra progress back previous
3851,1.39103769746519e+18,"I'm fully on board with the rougelike design decisions Housemarque made with Returnal, but definitely don't like that I can't play anything else on my PS5. Consistently placing my hardware in rest mode just isn't sustainable.",Returnal,i m fully on board with the rougelike design decisions housemarque made with returnal but definitely don t like that i can t play anything else on my ps consistently placing my hardware in rest mode just isn t sustainable,i m fully on board with the rougelike design made with but definitely don t like that i can t play anything else on my consistently my hardware in rest mode just t sustainable,34,fully board rougelike design made definitely like anything else consistently hardware rest mode sustainable,fulli board rougelik design made definit like anyth els consist hardwar rest mode sustain
