game_name,released_date,platform,overall_rating,exceptional,recommended,meh,skip,metacritic,suggestions_count,tags,all,new_tags,new_plat,year
Gears Tactics,4/28/2020,"PC', 'Xbox One'",3.87,30,95,23,9,81,704,"singleplayer', 'gore', 'survival', 'violent', 'tactical', 'war', 'story', 'combat', 'battle', 'loot', 'character', 'fight', 'weapons', 'monsters', 'hunt', 'planet', 'journey', 'pack', 'evil', 'fall', 'sacrifice', 'boss', 'army'",", 'all","singleplayer', 'gore', 'survival', 'violent', 'tactical', 'war', 'story', 'combat', 'battle', 'loot', 'character', 'fight', 'weapons', 'monsters', 'hunt', 'planet', 'journey', 'pack', 'evil', 'fall', 'sacrifice', 'boss', 'army', 'all","PC', 'Xbox One', 'all",2020
SUPERHOT VR,5/25/2017,"PC', 'PlayStation 4'",4.4,188,100,18,14,85,221,"singleplayer', 'vr'",", 'all","singleplayer', 'vr', 'all","PC', 'PlayStation 4', 'all",2017
Nioh: Complete Edition,11/7/2017,"PC', 'PlayStation 4'",4.04,60,101,37,5,84,498,"singleplayer', 'atmospheric', 'rpg', 'cooperative', 'difficult', 'stats'",", 'all","singleplayer', 'atmospheric', 'rpg', 'cooperative', 'difficult', 'stats', 'all","PC', 'PlayStation 4', 'all",2017
Call of Duty: Modern Warfare 2 Campaign Remastered,3/31/2020,"PC', 'PlayStation 4', 'Xbox One'",4.01,46,115,30,5,71,349,"singleplayer', 'atmospheric', 'rpg', 'cooperative', 'difficult', 'stats'",", 'all","singleplayer', 'atmospheric', 'rpg', 'cooperative', 'difficult', 'stats', 'all","PC', 'PlayStation 4', 'Xbox One', 'all",2020
Crusader Kings III,9/1/2020,"PC', 'PlayStation 5', 'Xbox Series S/X', 'macOS', 'Linux'",4.34,119,93,12,9,86,229,"singleplayer', 'multiplayer', 'rpg', 'historical', 'medieval'",", 'all","singleplayer', 'multiplayer', 'rpg', 'historical', 'medieval', 'all","PC', 'PlayStation 5', 'Xbox Series S/X', 'macOS', 'Linux', 'all",2020
Torment: Tides of Numenera,2/27/2017,"PC', 'Xbox One', 'PlayStation 4', 'macOS', 'Linux'",3.59,36,80,48,21,81,641,"singleplayer', 'atmospheric', 'rpg', 'fantasy', 'isometric', 'kickstarter', 'crpg'",", 'all","singleplayer', 'atmospheric', 'rpg', 'fantasy', 'isometric', 'kickstarter', 'crpg', 'all","PC', 'Xbox One', 'PlayStation 4', 'macOS', 'Linux', 'all",2017
Blair Witch,8/30/2019,"PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch'",3.11,11,99,116,45,65,80,"singleplayer', 'horror', 'violent', 'other', 'dog', 'forest'",", 'all","singleplayer', 'horror', 'violent', 'other', 'dog', 'forest', 'all","PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'all",2019
FIFA 21,10/6/2020,"PC', 'PlayStation 5', 'Xbox One', 'PlayStation 4', 'Xbox Series S/X', 'Nintendo Switch'",3.22,18,66,54,32,67,525,"singleplayer', 'multiplayer', 'pvp', 'realistic', 'online', 'console', 'offline', 'football', 'soccer', 'modern', 'random', 'esports', 'training'",", 'all","singleplayer', 'multiplayer', 'pvp', 'realistic', 'online', 'console', 'offline', 'football', 'soccer', 'modern', 'random', 'esports', 'training', 'all","PC', 'PlayStation 5', 'Xbox One', 'PlayStation 4', 'Xbox Series S/X', 'Nintendo Switch', 'all",2020
BATTLETECH,4/23/2018,"PC', 'macOS', 'Linux'",3.54,22,64,30,18,78,330,"singleplayer', 'multiplayer', 'tactical', 'mechs'",", 'all","singleplayer', 'multiplayer', 'tactical', 'mechs', 'all","PC', 'macOS', 'Linux', 'all",2018
Hitman GO: Definitive Edition,2/23/2016,"PC', 'PlayStation 4', 'Linux', 'PS Vita'",3.59,13,99,42,13,72,134,"singleplayer', 'stealth'",", 'all","singleplayer', 'stealth', 'all","PC', 'PlayStation 4', 'Linux', 'PS Vita', 'all",2016
GRIP: Combat Racing,11/5/2018,"PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch'",3.02,6,44,49,27,68,550,"singleplayer', 'multiplayer', 'futuristic'",", 'all","singleplayer', 'multiplayer', 'futuristic', 'all","PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'all",2018
Aragami,10/3/2016,"PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'macOS', 'Linux'",3.63,17,92,58,8,71,423,"singleplayer', 'multiplayer', 'atmospheric', 'cooperative', 'gore', 'stealth', 'anime', 'memes', 'magic', 'overlay', 'achievements', 'blood', 'assassin', 'ninja'",", 'all","singleplayer', 'multiplayer', 'atmospheric', 'cooperative', 'gore', 'stealth', 'anime', 'memes', 'magic', 'overlay', 'achievements', 'blood', 'assassin', 'ninja', 'all","PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'macOS', 'Linux', 'all",2016
Epistory - Typing Chronicles,3/29/2016,"PC', 'macOS', 'Linux'",3.69,17,59,24,9,74,550,"singleplayer', 'atmospheric', 'rpg', 'exploration', 'magic', 'achievements', 'education', 'experimental', 'leaderboards', 'typing', 'core'",", 'all","singleplayer', 'atmospheric', 'rpg', 'exploration', 'magic', 'achievements', 'education', 'experimental', 'leaderboards', 'typing', 'core', 'all","PC', 'macOS', 'Linux', 'all",2016
World War Z (2019),4/16/2019,"PC', 'PlayStation 5', 'Xbox One', 'PlayStation 4', 'Xbox Series S/X'",3.41,17,136,111,26,70,608,"multiplayer', 'survival', 'zombies', 'hoard'",", 'all","multiplayer', 'survival', 'zombies', 'hoard', 'all","PC', 'PlayStation 5', 'Xbox One', 'PlayStation 4', 'Xbox Series S/X', 'all",2019
The Legend of Zelda: Link's Awakening (2019),9/20/2019,Nintendo Switch',4.36,184,193,23,5,87,447,exclusive',", 'all","exclusive', 'all","Nintendo Switch', 'all",2019
Rising Storm 2: VIETNAM,5/30/2017,PC',3.78,23,54,8,12,81,625,"singleplayer', 'multiplayer', 'atmospheric', 'fps', 'gore', 'violent', 'tactical', 'stats', 'war', 'historical', 'realistic', 'military'",", 'all","singleplayer', 'multiplayer', 'atmospheric', 'fps', 'gore', 'violent', 'tactical', 'stats', 'war', 'historical', 'realistic', 'military', 'all","PC', 'all",2017
EA SPORTS UFC 3,2/2/2018,"Xbox One', 'PlayStation 4'",3.6,26,153,67,22,76,144,"multiplayer', 'ufc'",", 'all","multiplayer', 'ufc', 'all","Xbox One', 'PlayStation 4', 'all",2018
The Walking Dead: The Final Season,8/13/2018,"PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch'",4.16,116,154,36,10,78,431,"singleplayer', 'multiplayer', 'atmospheric', 'horror', 'gore', 'survival', 'violent', 'zombies', 'mature', 'episodic', 'drama'",", 'all","singleplayer', 'multiplayer', 'atmospheric', 'horror', 'gore', 'survival', 'violent', 'zombies', 'mature', 'episodic', 'drama', 'all","PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'all",2018
XCOM: Chimera Squad,4/23/2020,PC',3.45,9,33,23,9,77,398,"singleplayer', 'futuristic', 'aliens'",", 'all","singleplayer', 'futuristic', 'aliens', 'all","PC', 'all",2020
Syberia 3,4/19/2017,"PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'macOS'",3,8,40,55,28,50,621,"singleplayer', 'atmospheric', 'controller', 'mystery', 'story', 'steampunk', 'robots', 'puzzles', 'island', 'race', 'explore', 'humor', 'snow', 'metal', 'suspense'",", 'all","singleplayer', 'atmospheric', 'controller', 'mystery', 'story', 'steampunk', 'robots', 'puzzles', 'island', 'race', 'explore', 'humor', 'snow', 'metal', 'suspense', 'all","PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'macOS', 'all",2017
The Jackbox Party Pack 3,10/17/2016,"PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'macOS'",4.23,73,165,6,3,81,168,"singleplayer', 'multiplayer', 'cooperative', 'horror', 'funny', 'comedy', 'party'",", 'all","singleplayer', 'multiplayer', 'cooperative', 'horror', 'funny', 'comedy', 'party', 'all","PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'macOS', 'all",2016
Forager,12/14/2016,"PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'iOS'",4.01,37,86,26,3,78,178,"singleplayer', 'rpg', 'sandbox', 'survival', 'exploration', 'crafting', 'building', 'management', 'relaxing', 'agriculture'",", 'all","singleplayer', 'rpg', 'sandbox', 'survival', 'exploration', 'crafting', 'building', 'management', 'relaxing', 'agriculture', 'all","PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'iOS', 'all",2016
Kona,3/16/2017,"PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'macOS', 'Linux'",3.39,7,52,37,12,73,364,"singleplayer', 'atmospheric', 'horror', 'survival', 'exploration', 'achievements', 'detective', 'surreal', 'kickstarter', 'narration', 'crowdfunded'",", 'all","singleplayer', 'atmospheric', 'horror', 'survival', 'exploration', 'achievements', 'detective', 'surreal', 'kickstarter', 'narration', 'crowdfunded', 'all","PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'macOS', 'Linux', 'all",2017
Q.U.B.E. 2,3/13/2018,"PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch'",3.57,8,87,32,12,75,180,"singleplayer', 'vr', 'other'",", 'all","singleplayer', 'vr', 'other', 'all","PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'all",2018
11-11 Memories Retold,11/9/2018,"PC', 'PlayStation 4', 'Xbox One'",3.12,8,24,20,16,76,429,singleplayer',", 'all","singleplayer', 'all","PC', 'PlayStation 4', 'Xbox One', 'all",2018
Generation Zero (2019),3/26/2019,"PC', 'Xbox One', 'PlayStation 4'",2.49,4,14,35,33,49,292,"sandbox', 'mystery', 'battle', 'fight', 'cat'",", 'all","sandbox', 'mystery', 'battle', 'fight', 'cat', 'all","PC', 'Xbox One', 'PlayStation 4', 'all",2019
Outward,3/25/2019,"PC', 'Xbox One', 'PlayStation 4'",3.34,8,48,43,13,65,364,"singleplayer', 'rpg', 'cooperative', 'violent'",", 'all","singleplayer', 'rpg', 'cooperative', 'violent', 'all","PC', 'Xbox One', 'PlayStation 4', 'all",2019
Worms Rumble,12/1/2020,"PC', 'PlayStation 5', 'PlayStation 4', 'Xbox One'",2.61,3,13,31,23,67,844,"multiplayer', 'funny', 'comedy', 'pvp', 'colorful', 'combat', 'online', 'battle', 'cartoony', 'console', 'cartoon', 'offline', 'weapons', 'fun', 'fire', 'enemy', 'arena', 'deathmatch', 'rocket', 'worm'",", 'all","multiplayer', 'funny', 'comedy', 'pvp', 'colorful', 'combat', 'online', 'battle', 'cartoony', 'console', 'cartoon', 'offline', 'weapons', 'fun', 'fire', 'enemy', 'arena', 'deathmatch', 'rocket', 'worm', 'all","PC', 'PlayStation 5', 'PlayStation 4', 'Xbox One', 'all",2020
LEGO Marvel's Avengers,1/26/2016,"PC', 'Xbox One', 'PlayStation 4', 'iOS', 'Nintendo 3DS', 'macOS', 'Xbox 360', 'PlayStation 3', 'PS Vita', 'Wii U'",3.65,21,99,39,14,67,493,"singleplayer', 'multiplayer', 'cooperative', 'horror', 'funny', 'comedy', 'superhero', 'lego'",", 'all","singleplayer', 'multiplayer', 'cooperative', 'horror', 'funny', 'comedy', 'superhero', 'lego', 'all","PC', 'Xbox One', 'PlayStation 4', 'iOS', 'Nintendo 3DS', 'macOS', 'Xbox 360', 'PlayStation 3', 'PS Vita', 'Wii U', 'all",2016
Hello Neighbor,8/28/2017,"PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'iOS', 'Android'",2.88,8,32,48,31,40,235,"singleplayer', 'multiplayer', 'atmospheric', 'cooperative', 'horror', 'fps', 'funny', 'difficult', 'survival', 'comedy', 'stealth'",", 'all","singleplayer', 'multiplayer', 'atmospheric', 'cooperative', 'horror', 'fps', 'funny', 'difficult', 'survival', 'comedy', 'stealth', 'all","PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'iOS', 'Android', 'all",2017
Forza Motorsport 7,10/3/2017,"PC', 'Xbox One'",4.12,82,118,32,7,84,446,"multiplayer', 'exclusive', 'car'",", 'all","multiplayer', 'exclusive', 'car', 'all","PC', 'Xbox One', 'all",2017
Albion Online,7/17/2017,"PC', 'iOS', 'macOS', 'Linux'",2.99,7,44,63,30,72,537,"multiplayer', 'rpg', 'sandbox', 'pvp', 'crafting', 'mmo', 'mmorpg', 'pve'",", 'all","multiplayer', 'rpg', 'sandbox', 'pvp', 'crafting', 'mmo', 'mmorpg', 'pve', 'all","PC', 'iOS', 'macOS', 'Linux', 'all",2017
A Short Hike,7/29/2019,"PC', 'Nintendo Switch', 'macOS', 'Linux'",4.39,173,105,13,14,84,263,singleplayer',", 'all","singleplayer', 'all","PC', 'Nintendo Switch', 'macOS', 'Linux', 'all",2019
Erica,8/19/2019,"PC', 'PlayStation 4', 'iOS', 'Android'",3.23,14,81,81,31,74,71,"singleplayer', 'horror', 'gore', 'mystery', 'cinematic', 'crime', 'detective', 'thriller', 'fmv'",", 'all","singleplayer', 'horror', 'gore', 'mystery', 'cinematic', 'crime', 'detective', 'thriller', 'fmv', 'all","PC', 'PlayStation 4', 'iOS', 'Android', 'all",2019
Strange Brigade,8/28/2018,"PC', 'PlayStation 4', 'Xbox One'",3.24,9,51,42,20,72,585,"singleplayer', 'cooperative', 'horror', 'violent', 'zombies'",", 'all","singleplayer', 'cooperative', 'horror', 'violent', 'zombies', 'all","PC', 'PlayStation 4', 'Xbox One', 'all",2018
Mighty No. 9,6/21/2016,"PC', 'Xbox One', 'PlayStation 4', 'Nintendo 3DS', 'macOS', 'Linux', 'Xbox 360', 'PlayStation 3', 'PS Vita', 'Wii U'",2.27,2,21,79,79,52,461,"singleplayer', 'multiplayer', 'cooperative', 'horror', 'difficult', 'comedy', 'retro', 'anime', 'nudity', 'robots', 'kickstarter', 'illuminati'",", 'all","singleplayer', 'multiplayer', 'cooperative', 'horror', 'difficult', 'comedy', 'retro', 'anime', 'nudity', 'robots', 'kickstarter', 'illuminati', 'all","PC', 'Xbox One', 'PlayStation 4', 'Nintendo 3DS', 'macOS', 'Linux', 'Xbox 360', 'PlayStation 3', 'PS Vita', 'Wii U', 'all",2016
Devil Daggers,2/17/2016,"PC', 'macOS', 'Linux'",3.87,38,64,23,11,83,263,"singleplayer', 'atmospheric', 'horror', 'fps', 'difficult', 'survival', 'retro', 'roguelike', 'demons', 'lovecraftian'",", 'all","singleplayer', 'atmospheric', 'horror', 'fps', 'difficult', 'survival', 'retro', 'roguelike', 'demons', 'lovecraftian', 'all","PC', 'macOS', 'Linux', 'all",2016
We Were Here Too,2/2/2018,"PC', 'PlayStation 4', 'Xbox One', 'macOS', 'Linux'",3.69,23,87,12,18,70,260,"atmospheric', 'cooperative', 'horror'",", 'all","atmospheric', 'cooperative', 'horror', 'all","PC', 'PlayStation 4', 'Xbox One', 'macOS', 'Linux', 'all",2018
Nex Machina,6/19/2017,"PC', 'PlayStation 4'",3.97,37,78,11,10,89,346,"singleplayer', 'cooperative', 'difficult', 'controller', 'competitive', 'cyberpunk'",", 'all","singleplayer', 'cooperative', 'difficult', 'controller', 'competitive', 'cyberpunk', 'all","PC', 'PlayStation 4', 'all",2017
Stories Untold,2/26/2017,"PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch'",3.91,41,85,19,12,81,170,"singleplayer', 'atmospheric', 'horror', 'overlay', 'other', 'thriller'",", 'all","singleplayer', 'atmospheric', 'horror', 'overlay', 'other', 'thriller', 'all","PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'all",2017
Kena: Bridge of Spirits,9/21/2021,"PC', 'PlayStation 5', 'PlayStation 4'",4.16,63,82,21,5,81,899,"exploration', 'exclusive', 'story', 'combat', 'console', 'offline', 'explore', 'secrets', 'environment', 'balance', 'elements', 'grow', 'artistic'",", 'all","exploration', 'exclusive', 'story', 'combat', 'console', 'offline', 'explore', 'secrets', 'environment', 'balance', 'elements', 'grow', 'artistic', 'all","PC', 'PlayStation 5', 'PlayStation 4', 'all",2021
Cultist Simulator,5/31/2018,"PC', 'Nintendo Switch', 'iOS', 'Android', 'macOS', 'Linux'",3.42,20,59,37,21,68,55,"singleplayer', 'rpg', 'horror'",", 'all","singleplayer', 'rpg', 'horror', 'all","PC', 'Nintendo Switch', 'iOS', 'Android', 'macOS', 'Linux', 'all",2018
Tony Hawk's Pro Skater 1 + 2,9/4/2020,"PC', 'PlayStation 5', 'Xbox One', 'PlayStation 4', 'Xbox Series S/X', 'Nintendo Switch'",4.3,72,54,11,6,88,311,"multiplayer', 'online', 'epic', 'collection', 'combos', 'skateboarding'",", 'all","multiplayer', 'online', 'epic', 'collection', 'combos', 'skateboarding', 'all","PC', 'PlayStation 5', 'Xbox One', 'PlayStation 4', 'Xbox Series S/X', 'Nintendo Switch', 'all",2020
House Flipper,5/16/2018,"PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'iOS', 'macOS'",3.84,32,109,42,7,62,235,"singleplayer', 'vr', 'building', 'education', 'lifestyle'",", 'all","singleplayer', 'vr', 'building', 'education', 'lifestyle', 'all","PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'iOS', 'macOS', 'all",2018
Death's Door,7/20/2021,"PC', 'PlayStation 5', 'PlayStation 4', 'Xbox One', 'Xbox Series S/X', 'Nintendo Switch'",4.33,75,68,13,3,87,359,"singleplayer', 'rpg', 'fantasy', 'exploration', 'isometric', 'colorful', 'combat'",", 'all","singleplayer', 'rpg', 'fantasy', 'exploration', 'isometric', 'colorful', 'combat', 'all","PC', 'PlayStation 5', 'PlayStation 4', 'Xbox One', 'Xbox Series S/X', 'Nintendo Switch', 'all",2021
Pikuniku,1/3/2019,"PC', 'Xbox One', 'Nintendo Switch', 'macOS', 'Linux'",3.93,33,97,23,7,75,86,"singleplayer', 'multiplayer', 'cooperative', 'stats'",", 'all","singleplayer', 'multiplayer', 'cooperative', 'stats', 'all","PC', 'Xbox One', 'Nintendo Switch', 'macOS', 'Linux', 'all",2019
Yooka-Laylee and the Impossible Lair,10/7/2019,"PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch'",3.55,7,37,16,7,82,300,singleplayer',", 'all","singleplayer', 'all","PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'all",2019
NieR Replicant v1.22474487139...,4/23/2021,"PC', 'Xbox One', 'PlayStation 4'",4.29,49,36,11,3,82,477,"singleplayer', 'atmospheric', 'rpg', 'violent', 'anime', 'nudity', 'magic', 'story', 'jrpg', 'masterpiece', 'offline', 'japan', 'quest'",", 'all","singleplayer', 'atmospheric', 'rpg', 'violent', 'anime', 'nudity', 'magic', 'story', 'jrpg', 'masterpiece', 'offline', 'japan', 'quest', 'all","PC', 'Xbox One', 'PlayStation 4', 'all",2021
MORDHAU,4/29/2019,PC',3.96,41,115,25,8,81,539,"multiplayer', 'cooperative', 'gore', 'violent', 'stats', 'medieval', 'swordplay'",", 'all","multiplayer', 'cooperative', 'gore', 'violent', 'stats', 'medieval', 'swordplay', 'all","PC', 'all",2019
Secret World Legends,7/31/2017,PC',2.79,7,25,45,31,76,393,"singleplayer', 'multiplayer', 'atmospheric', 'rpg', 'horror', 'exploration', 'zombies', 'mmo', 'mmorpg', 'illuminati', 'lovecraftian', 'supernatural', 'mythology', 'conspiracy'",", 'all","singleplayer', 'multiplayer', 'atmospheric', 'rpg', 'horror', 'exploration', 'zombies', 'mmo', 'mmorpg', 'illuminati', 'lovecraftian', 'supernatural', 'mythology', 'conspiracy', 'all","PC', 'all",2017
Valkyria Chronicles 4,3/21/2018,"PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch'",3.94,20,42,13,4,83,354,"singleplayer', 'rpg', 'tactical', 'anime', 'war', 'jrpg'",", 'all","singleplayer', 'rpg', 'tactical', 'anime', 'war', 'jrpg', 'all","PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'all",2018
Move or Die,1/21/2016,"PC', 'PlayStation 4', 'macOS', 'Linux'",3.66,15,96,36,11,80,331,"singleplayer', 'multiplayer', 'cooperative', 'funny', 'gore', 'stats', 'moddable', 'memes', 'competitive', 'multijugador', 'estadsticas'",", 'all","singleplayer', 'multiplayer', 'cooperative', 'funny', 'gore', 'stats', 'moddable', 'memes', 'competitive', 'multijugador', 'estadsticas', 'all","PC', 'PlayStation 4', 'macOS', 'Linux', 'all",2016
The Red Strings Club,1/21/2018,"PC', 'Nintendo Switch', 'macOS', 'Linux'",4.21,112,90,25,12,80,264,"singleplayer', 'violent', 'nudity'",", 'all","singleplayer', 'violent', 'nudity', 'all","PC', 'Nintendo Switch', 'macOS', 'Linux', 'all",2018
Octopath Traveler,7/13/2018,"PC', 'Xbox One', 'Nintendo Switch'",3.83,60,119,48,18,82,588,"singleplayer', 'rpg', 'jrpg'",", 'all","singleplayer', 'rpg', 'jrpg', 'all","PC', 'Xbox One', 'Nintendo Switch', 'all",2018
GoNNER,10/12/2016,"PC', 'PlayStation 4', 'Nintendo Switch', 'Android', 'macOS', 'Linux'",2.87,4,30,21,24,81,186,"singleplayer', 'atmospheric', 'difficult', 'cute', 'roguelike', 'overlay', 'roguelite'",", 'all","singleplayer', 'atmospheric', 'difficult', 'cute', 'roguelike', 'overlay', 'roguelite', 'all","PC', 'PlayStation 4', 'Nintendo Switch', 'Android', 'macOS', 'Linux', 'all",2016
The Descendant,3/24/2016,"PC', 'macOS'",2.24,1,8,22,27,59,427,"singleplayer', 'horror', 'episodic'",", 'all","singleplayer', 'horror', 'episodic', 'all","PC', 'macOS', 'all",2016
Crazy Machines 3,10/18/2016,PC',3.15,4,20,19,10,71,352,"singleplayer', 'physics'",", 'all","singleplayer', 'physics', 'all","PC', 'all",2016
Subnautica: Below Zero,5/14/2021,"PC', 'PlayStation 5', 'Xbox One', 'PlayStation 4', 'Xbox Series S/X', 'Nintendo Switch', 'macOS'",4.05,54,85,31,5,80,356,"singleplayer', 'horror', 'survival', 'exploration', 'aliens', 'crafting', 'underwater'",", 'all","singleplayer', 'horror', 'survival', 'exploration', 'aliens', 'crafting', 'underwater', 'all","PC', 'PlayStation 5', 'Xbox One', 'PlayStation 4', 'Xbox Series S/X', 'Nintendo Switch', 'macOS', 'all",2021
eFootball PES 2020,9/10/2019,"PC', 'PlayStation 4', 'iOS', 'Android'",3.28,20,65,45,30,82,388,"singleplayer', 'multiplayer', 'heist', 'football', 'soccer'",", 'all","singleplayer', 'multiplayer', 'heist', 'football', 'soccer', 'all","PC', 'PlayStation 4', 'iOS', 'Android', 'all",2019
Scrap Garden,5/6/2016,"PC', 'Xbox One', 'macOS', 'Linux'",2.34,2,5,12,16,58,450,"singleplayer', 'atmospheric', 'exploration', 'controller', 'short', 'cute', 'physics', 'robots', 'dragons'",", 'all","singleplayer', 'atmospheric', 'exploration', 'controller', 'short', 'cute', 'physics', 'robots', 'dragons', 'all","PC', 'Xbox One', 'macOS', 'Linux', 'all",2016
"Warhammer 40,000: Eternal Crusade",9/23/2016,PC',2.61,7,17,48,37,52,684,"multiplayer', 'cooperative', 'difficult', 'violent', 'tactical', 'stats', 'pvp', 'futuristic', 'mmo', 'pve', 'tanks'",", 'all","multiplayer', 'cooperative', 'difficult', 'violent', 'tactical', 'stats', 'pvp', 'futuristic', 'mmo', 'pve', 'tanks', 'all","PC', 'all",2016
Dandara,2/6/2018,"PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'iOS', 'Android', 'macOS', 'Linux'",3.28,11,38,35,16,75,724,"singleplayer', 'atmospheric', 'difficult', 'exploration', 'controller', 'metroidvania', 'story', 'combat', 'music', 'soundtrack', 'secrets', 'skill', 'balance', 'speed', 'art', 'gravity', 'gamepad', 'fear', 'keyboard'",", 'all","singleplayer', 'atmospheric', 'difficult', 'exploration', 'controller', 'metroidvania', 'story', 'combat', 'music', 'soundtrack', 'secrets', 'skill', 'balance', 'speed', 'art', 'gravity', 'gamepad', 'fear', 'keyboard', 'all","PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'iOS', 'Android', 'macOS', 'Linux', 'all",2018
